old_path,old_url,new_path,new_url,status,confidence,reason
/hsk1-versions6-10,https://chinachild.ru/hsk1-versions6-10,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 version pack; current HSK 1 page"
/hsk1-versions11-15,https://chinachild.ru/hsk1-versions11-15,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 version pack; current HSK 1 page"
/hsk1-tema1a,https://chinachild.ru/hsk1-tema1a,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 lesson topic; current HSK 1 page"
/hsk1a,https://chinachild.ru/hsk1a,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 variant page; current HSK 1 page"
/introduction-direct,https://chinachild.ru/introduction-direct,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,high,"old introduction course landing; current online Chinese course"
/lesson-1,https://chinachild.ru/lesson-1,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-2,https://chinachild.ru/lesson-2,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-3,https://chinachild.ru/lesson-3,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-4,https://chinachild.ru/lesson-4,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-5,https://chinachild.ru/lesson-5,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-6,https://chinachild.ru/lesson-6,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-7,https://chinachild.ru/lesson-7,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-8,https://chinachild.ru/lesson-8,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-9,https://chinachild.ru/lesson-9,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-10,https://chinachild.ru/lesson-10,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-11,https://chinachild.ru/lesson-11,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-12,https://chinachild.ru/lesson-12,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-13,https://chinachild.ru/lesson-13,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-14,https://chinachild.ru/lesson-14,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-15,https://chinachild.ru/lesson-15,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-16,https://chinachild.ru/lesson-16,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-17,https://chinachild.ru/lesson-17,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-18,https://chinachild.ru/lesson-18,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-19,https://chinachild.ru/lesson-19,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-20,https://chinachild.ru/lesson-20,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-21,https://chinachild.ru/lesson-21,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-22,https://chinachild.ru/lesson-22,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-23,https://chinachild.ru/lesson-23,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-24,https://chinachild.ru/lesson-24,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-25,https://chinachild.ru/lesson-25,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-26,https://chinachild.ru/lesson-26,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-27,https://chinachild.ru/lesson-27,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-28,https://chinachild.ru/lesson-28,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-29,https://chinachild.ru/lesson-29,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-30,https://chinachild.ru/lesson-30,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-31,https://chinachild.ru/lesson-31,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-32,https://chinachild.ru/lesson-32,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-33,https://chinachild.ru/lesson-33,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-34,https://chinachild.ru/lesson-34,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-35,https://chinachild.ru/lesson-35,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-36,https://chinachild.ru/lesson-36,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-37,https://chinachild.ru/lesson-37,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-38,https://chinachild.ru/lesson-38,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-39,https://chinachild.ru/lesson-39,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-40,https://chinachild.ru/lesson-40,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-41,https://chinachild.ru/lesson-41,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-42,https://chinachild.ru/lesson-42,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-43,https://chinachild.ru/lesson-43,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-44,https://chinachild.ru/lesson-44,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-45,https://chinachild.ru/lesson-45,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-46,https://chinachild.ru/lesson-46,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-47,https://chinachild.ru/lesson-47,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-48,https://chinachild.ru/lesson-48,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-49,https://chinachild.ru/lesson-49,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-50,https://chinachild.ru/lesson-50,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-51,https://chinachild.ru/lesson-51,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-52,https://chinachild.ru/lesson-52,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-53,https://chinachild.ru/lesson-53,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-54,https://chinachild.ru/lesson-54,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-55,https://chinachild.ru/lesson-55,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-56,https://chinachild.ru/lesson-56,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-57,https://chinachild.ru/lesson-57,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-58,https://chinachild.ru/lesson-58,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-59,https://chinachild.ru/lesson-59,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-60,https://chinachild.ru/lesson-60,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-61,https://chinachild.ru/lesson-61,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-62,https://chinachild.ru/lesson-62,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-63,https://chinachild.ru/lesson-63,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-64,https://chinachild.ru/lesson-64,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-65,https://chinachild.ru/lesson-65,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-66,https://chinachild.ru/lesson-66,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-67,https://chinachild.ru/lesson-67,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-68,https://chinachild.ru/lesson-68,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-69,https://chinachild.ru/lesson-69,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-70,https://chinachild.ru/lesson-70,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-71,https://chinachild.ru/lesson-71,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-72,https://chinachild.ru/lesson-72,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-73,https://chinachild.ru/lesson-73,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-74,https://chinachild.ru/lesson-74,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-75,https://chinachild.ru/lesson-75,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-76,https://chinachild.ru/lesson-76,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-77,https://chinachild.ru/lesson-77,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-78,https://chinachild.ru/lesson-78,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-79,https://chinachild.ru/lesson-79,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/lesson-80,https://chinachild.ru/lesson-80,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old introduction lesson; closest current online course page"
/chinese-language-guide,https://chinachild.ru/chinese-language-guide,/learn/beginners,https://chinachild.ru/learn/beginners,301,medium,"old Chinese guide; closest current beginner hub"
/base-of-knowledge,https://chinachild.ru/base-of-knowledge,/blog,https://chinachild.ru/blog,301,high,"old knowledge base; current blog index"
/about-us,https://chinachild.ru/about-us,/about,https://chinachild.ru/about,301,high,"old about page; current about page"
/kursy-kitayskogo-yazyka,https://chinachild.ru/kursy-kitayskogo-yazyka,/courses,https://chinachild.ru/courses,301,high,"old courses article/landing; current courses page"
/kitayskiy-yazyk-dlya-detey,https://chinachild.ru/kitayskiy-yazyk-dlya-detey,/courses/chinese-for-kids,https://chinachild.ru/courses/chinese-for-kids,301,high,"old kids Chinese page; current kids course"
/kitayskiy-yazyk-s-nulya,https://chinachild.ru/kitayskiy-yazyk-s-nulya,/learn/beginners,https://chinachild.ru/learn/beginners,301,high,"old Chinese from scratch page; current beginners hub"
/article-hieroglyph,https://chinachild.ru/article-hieroglyph,/glossary/ieroglify,https://chinachild.ru/glossary/ieroglify,301,high,"old hieroglyph article; current glossary term"
/article,https://chinachild.ru/article,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old generic Chinese online course article; current online course page"
/article-chinese-2-mounth,https://chinachild.ru/article-chinese-2-mounth,/blog/how-long-to-learn-chinese,https://chinachild.ru/blog/how-long-to-learn-chinese,301,high,"old learning speed article; current article on learning duration"
/article-for-beginners,https://chinachild.ru/article-for-beginners,/learn/beginners,https://chinachild.ru/learn/beginners,301,high,"old beginner article; current beginners hub"
/what-is-hsk,https://chinachild.ru/what-is-hsk,/learn/hsk,https://chinachild.ru/learn/hsk,301,high,"old HSK explainer; current HSK hub"
/chinese-to-english,https://chinachild.ru/chinese-to-english,/blog/chinese-for-beginners-guide,https://chinachild.ru/blog/chinese-for-beginners-guide,301,medium,"old Chinese vs English article; current beginner guide"
/14-reasons-to-learn-chinese,https://chinachild.ru/14-reasons-to-learn-chinese,/blog/chinese-for-beginners-guide,https://chinachild.ru/blog/chinese-for-beginners-guide,301,medium,"old reasons-to-learn article; current beginner guide"
/chinese-language-modernization,https://chinachild.ru/chinese-language-modernization,/blog,https://chinachild.ru/blog,301,low,"old modernization article has no exact current equivalent; nearest content index"
/hsk2-versions1-5,https://chinachild.ru/hsk2-versions1-5,/hsk/hsk-2,https://chinachild.ru/hsk/hsk-2,301,high,"old HSK 2 version pack; current HSK 2 page"
/hsk2-versions6-10,https://chinachild.ru/hsk2-versions6-10,/hsk/hsk-2,https://chinachild.ru/hsk/hsk-2,301,high,"old HSK 2 version pack; current HSK 2 page"
/hsk2-versions11-15,https://chinachild.ru/hsk2-versions11-15,/hsk/hsk-2,https://chinachild.ru/hsk/hsk-2,301,high,"old HSK 2 version pack; current HSK 2 page"
/osnovy-kitayskoy-fonetiki-tona,https://chinachild.ru/osnovy-kitayskoy-fonetiki-tona,/blog/how-to-set-chinese-pronunciation-tones,https://chinachild.ru/blog/how-to-set-chinese-pronunciation-tones,301,high,"old tones/phonetics article; current pronunciation article"
/struktura-sloga-bazovie-shtrihi,https://chinachild.ru/struktura-sloga-bazovie-shtrihi,/glossary/bihua,https://chinachild.ru/glossary/bihua,301,medium,"old strokes/syllable article; closest glossary term for strokes"
/v2,https://chinachild.ru/v2,/,https://chinachild.ru,301,low,"old Tilda variant page; no current public equivalent"
/1,https://chinachild.ru/1,/,https://chinachild.ru,301,low,"old Tilda variant page; no current public equivalent"
/guidebook/5mc9yrixx1-izuchenie-kitaiskogo-yazika-s-chego-nach,https://chinachild.ru/guidebook/5mc9yrixx1-izuchenie-kitaiskogo-yazika-s-chego-nach,/blog/how-to-learn-chinese-from-scratch,https://chinachild.ru/blog/how-to-learn-chinese-from-scratch,301,high,"old guidebook beginner article; current article on learning from scratch"
/guidebook/6hz18uyon1-skolko-ieroglifov-nuzhno-znat-dlya-svobo,https://chinachild.ru/guidebook/6hz18uyon1-skolko-ieroglifov-nuzhno-znat-dlya-svobo,/blog/skolko-ieroglifov-nuzhno-znat,https://chinachild.ru/blog/skolko-ieroglifov-nuzhno-znat,301,high,"old character-count article; recreated as dedicated character-count article"
/guidebook/r8opuam9u1-kitaiskii-yazik-dlya-detei-kak-prevratit,https://chinachild.ru/guidebook/r8opuam9u1-kitaiskii-yazik-dlya-detei-kak-prevratit,/blog/s-kakogo-vozrasta-uchit-kitayskiy,https://chinachild.ru/blog/s-kakogo-vozrasta-uchit-kitayskiy,301,high,"old kids learning article; current article on age to start Chinese"
/guidebook/by0y2xxgc1-kitaiskie-seriali-dlya-izucheniya-yazika,https://chinachild.ru/guidebook/by0y2xxgc1-kitaiskie-seriali-dlya-izucheniya-yazika,/blog/chinese-for-beginners-guide,https://chinachild.ru/blog/chinese-for-beginners-guide,301,low,"old series article has no exact equivalent; nearest beginner guide"
/guidebook/zvg40e9pk1-gde-naiti-perevodchika-s-russkogo-na-kit,https://chinachild.ru/guidebook/zvg40e9pk1-gde-naiti-perevodchika-s-russkogo-na-kit,/corporate,https://chinachild.ru/corporate,301,low,"old translation/business-adjacent article; nearest corporate Chinese page"
/guidebook/nrtrgbuit1-pochemu-stoit-uchit-kitaiskii-yazik-v-20,https://chinachild.ru/guidebook/nrtrgbuit1-pochemu-stoit-uchit-kitaiskii-yazik-v-20,/blog/chinese-for-beginners-guide,https://chinachild.ru/blog/chinese-for-beginners-guide,301,medium,"old why-learn-Chinese article; current beginner guide"
/guidebook/fdmbd73fs1-top-15-kitaiskih-serialov-2025-goda-dlya,https://chinachild.ru/guidebook/fdmbd73fs1-top-15-kitaiskih-serialov-2025-goda-dlya,/blog/chinese-for-beginners-guide,https://chinachild.ru/blog/chinese-for-beginners-guide,301,low,"old Chinese series article has no exact equivalent; nearest beginner guide"
/guidebook/fg5ns33f61-slovar-dlya-puteshestvii-200-fraz-kotori,https://chinachild.ru/guidebook/fg5ns33f61-slovar-dlya-puteshestvii-200-fraz-kotori,/blog/razgovornik-kitayskogo-dlya-puteshestviy,https://chinachild.ru/blog/razgovornik-kitayskogo-dlya-puteshestviy,301,high,"old travel phrase list; recreated as travel phrasebook article"
/thankfulness,https://chinachild.ru/thankfulness,/free-trial,https://chinachild.ru/free-trial,301,low,"old Tilda thank-you page; return visitors to lead page"
/thankfulness-after-payment,https://chinachild.ru/thankfulness-after-payment,/free-trial,https://chinachild.ru/free-trial,301,low,"old Tilda payment thank-you page; return visitors to lead page"
/policy,https://chinachild.ru/policy,/privacy-policy,https://chinachild.ru/privacy-policy,301,high,"old privacy policy path; current privacy policy"
/cookie-agreement,https://chinachild.ru/cookie-agreement,/privacy-policy,https://chinachild.ru/privacy-policy,301,medium,"old cookie agreement; current privacy policy covers processing terms"
/error-404,https://chinachild.ru/error-404,/,https://chinachild.ru,301,low,"old Tilda 404 page; no current content equivalent"
/footer,https://chinachild.ru/footer,/,https://chinachild.ru,301,low,"old Tilda shared footer block; no content page"
/members-footer,https://chinachild.ru/members-footer,,https://go.chinachild.ru/members-footer,301,low,"old Tilda member-area shared block; keep on legacy Tilda host"
/members-header,https://chinachild.ru/members-header,,https://go.chinachild.ru/members-header,301,low,"old Tilda member-area shared block; keep on legacy Tilda host"
/books,https://chinachild.ru/books,/blog,https://chinachild.ru/blog,301,medium,"old books/resources page; current content index"
/tests,https://chinachild.ru/tests,/chinese/hsk-test,https://chinachild.ru/chinese/hsk-test,301,high,"old tests page; current HSK test"
/achievements,https://chinachild.ru/achievements,/results,https://chinachild.ru/results,301,high,"old achievements page; current results page"
/course-anastasia-ponomareva,https://chinachild.ru/course-anastasia-ponomareva,/team/anastasia-ponomareva,https://chinachild.ru/team/anastasia-ponomareva,301,high,"old teacher course page; current teacher profile"
/textbooks-anastasia-ponomareva,https://chinachild.ru/textbooks-anastasia-ponomareva,/team/anastasia-ponomareva,https://chinachild.ru/team/anastasia-ponomareva,301,medium,"old teacher textbook page; current teacher profile"
/workbook-anastasia-ponomareva,https://chinachild.ru/workbook-anastasia-ponomareva,/team/anastasia-ponomareva,https://chinachild.ru/team/anastasia-ponomareva,301,medium,"old teacher workbook page; current teacher profile"
/course-anastasia-erina,https://chinachild.ru/course-anastasia-erina,/team/anastasia-erina,https://chinachild.ru/team/anastasia-erina,301,high,"old teacher course page; current teacher profile"
/course-zhao-li,https://chinachild.ru/course-zhao-li,/team/zhao-li,https://chinachild.ru/team/zhao-li,301,high,"old teacher course page; current teacher profile"
/private-course-110-books,https://chinachild.ru/private-course-110-books,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old private course/books page; current online course page"
/demo,https://chinachild.ru/demo,/courses/online-chinese,https://chinachild.ru/courses/online-chinese,301,medium,"old demo page; current online course page"
/hsk1-tema1,https://chinachild.ru/hsk1-tema1,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema2,https://chinachild.ru/hsk1-tema2,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema3,https://chinachild.ru/hsk1-tema3,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema4,https://chinachild.ru/hsk1-tema4,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema5,https://chinachild.ru/hsk1-tema5,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema6,https://chinachild.ru/hsk1-tema6,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema7,https://chinachild.ru/hsk1-tema7,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema8,https://chinachild.ru/hsk1-tema8,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema9,https://chinachild.ru/hsk1-tema9,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema10,https://chinachild.ru/hsk1-tema10,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema11,https://chinachild.ru/hsk1-tema11,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema12,https://chinachild.ru/hsk1-tema12,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema13,https://chinachild.ru/hsk1-tema13,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema14,https://chinachild.ru/hsk1-tema14,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk1-tema15,https://chinachild.ru/hsk1-tema15,/hsk/hsk-1,https://chinachild.ru/hsk/hsk-1,301,high,"old HSK 1 topic; current HSK 1 page"
/hsk2-tema1,https://chinachild.ru/hsk2-tema1,/hsk/hsk-2,https://chinachild.ru/hsk/hsk-2,301,high,"old HSK 2 topic; current HSK 2 page"
/hsk2-tema2,https://chinachild.ru/hsk2-tema2,/hsk/hsk-2,https://chinachild.ru/hsk/hsk-2,301,high,"old HSK 2 topic; current HSK 2 page"
/hsk2-tema3,https://chinachild.ru/hsk2-tema3,/hsk/hsk-2,https://chinachild.ru/hsk/hsk-2,301,high,"old HSK 2 topic; current HSK 2 page"
/hsk2-tema4,https://chinachild.ru/hsk2-tema4,/hsk/hsk-2,https://chinachild.ru/hsk/hsk-2,301,high,"old HSK 2 topic; current HSK 2 page"
